image_id,eventType,GazeEventDuration
C14,eye_tracker,142
C14,eye_tracker,208
C14,eye_tracker,258
C14,eye_tracker,325
C14,eye_tracker,267
C14,eye_tracker,200
C14,eye_tracker,317
C14,update_frame,333
C14,eye_tracker,283
C14,eye_tracker,217
C14,mouse_move,217
C14,eye_tracker,317
C14,eye_tracker,200
C14,eye_tracker,142
C14,eye_tracker,158
C14,mouse_move,67
C14,mouse_move,175
C14,,108
C14,update_frame,117
C14,mouse_move,108
C14,mouse_move,183
C14,,183
C14,,217
C14,mouse_scroll,375
C14,,208
C14,mouse_scroll,508
C14,,150
C14,,142
C14,mouse_move,333
C14,,150
C14,update_frame,467
C14,mouse_scroll,217
C14,update_frame,258
C14,,133
C14,,183
C14,,225
C14,,167
C14,update_frame,67
C14,mouse_move,417
C14,mouse_move,183
C14,mouse_move,142
C14,,67
C14,,92
C14,mouse_scroll,200
C14,,92
C14,mouse_move,175
C14,mouse_move,150
C14,mouse_move,83
C14,mouse_move,67
C14,,175
C14,mouse_scroll,158
C14,,67
C14,mouse_move,100
C14,update_frame,267
C14,mouse_scroll,83
C14,mouse_move,133
C14,mouse_move,167
C14,mouse_move,75
C14,mouse_move,100
C14,mouse_scroll,117
C14,mouse_move,75
C14,mouse_move,267
C14,mouse_move,292
C14,,150
C14,update_frame,217
C14,mouse_move,308
C14,,217
C14,,83
C14,,117
C14,,83
C14,,75
C14,mouse_move,183
C14,mouse_move,150
C14,mouse_move,142
C14,mouse_move,150
C14,,192
C14,mouse_move,75
C14,mouse_move,83
C14,eye_tracker,208
C14,eye_tracker,300
C14,mouse_move,75
C14,update_frame,75
C14,mouse_move,83
C14,eye_tracker,183
C14,mouse_scroll,125
C14,update_frame,192
C14,eye_tracker,133
C14,eye_tracker,100
C14,eye_tracker,67
C14,eye_tracker,142
C14,mouse_move,267
C14,mouse_move,133
C14,mouse_move,133
C14,mouse_scroll,83
C14,mouse_move,83
C14,eye_tracker,75
C14,mouse_move,150
C14,eye_tracker,283
C14,eye_tracker,183
C14,,67
C14,eye_tracker,67
C14,eye_tracker,92
C14,eye_tracker,133
C14,eye_tracker,200
C14,,275
C14,update_frame,108
C14,,83
C14,update_frame,108
C14,mouse_scroll,117
C14,mouse_scroll,325
C14,mouse_move,142
C14,mouse_move,283
C14,mouse_move,150
C14,mouse_move,267
C14,mouse_move,125
C14,mouse_move,142
C14,,133
C14,update_frame,125
C14,mouse_scroll,183
C14,,83
C14,,167
C14,mouse_scroll,67
C14,,67
C14,mouse_scroll,217
C14,mouse_scroll,267
C14,mouse_move,142
C14,mouse_scroll,333
C14,update_frame,92
C14,mouse_scroll,158
C14,,133
C14,mouse_move,208
C14,mouse_move,75
C14,mouse_move,425
C14,mouse_move,225
C14,mouse_move,125
C14,mouse_move,158
C14,finish_region_annotation,333
C14,,183
C14,,108
C14,,67
C14,,158
C14,,83
C14,,108
C14,,258
C14,,92
C14,start_region_annotation,258
C14,mouse_move,108
C14,mouse_move,200
C14,mouse_move,192
C14,mouse_move,300
C14,mouse_move,175
C14,mouse_move,83
C14,,67
C14,,92
C14,mouse_move,250
C14,mouse_move,117
C14,mouse_move,250
C14,mouse_scroll,108
C14,,125
C14,mouse_move,525
C14,mouse_enter,142
C14,,83
C14,,108
C14,,158
C14,mouse_move,92
C14,mouse_move,92
C14,,108
C14,mouse_click,567
C14,mouse_move,367
C14,mouse_move,217
C14,mouse_move,150
C14,mouse_move,933
C14,mouse_move,133
C14,mouse_click,275
C14,mouse_move,308
C14,mouse_move,192
C14,mouse_move,225
C14,mouse_move,92
C14,mouse_move,150
C14,mouse_move,250
C14,,133
C14,update_frame,217
C14,mouse_drag,142
C14,mouse_drag,150
C17,eye_tracker,383
C17,eye_tracker,183
C17,eye_tracker,167
C17,eye_tracker,250
C14,mouse_move,617
C14,mouse_move,133
C17,eye_tracker,850
C14,mouse_move,350
C17,eye_tracker,133
C14,,217
C14,mouse_drag,83
C17,eye_tracker,808
C14,mouse_move,192
C17,eye_tracker,142
C17,eye_tracker,225
