image_id,eventType,GazeEventDuration
C43,eye_tracker,258
C29,mouse_move,208
C50,mouse_dragend,175
C5,eye_tracker,358
C3,update_frame,292
C59,eye_tracker,258
C13,eye_tracker,217
C50,eye_tracker,300
C13,update_frame,67
C2,update_frame,217
C52,eye_tracker,567
C39,eye_tracker,150
C22,eye_tracker,375
C2,eye_tracker,267
C12,eye_tracker,658
C32,mouse_move,417
C8,eye_tracker,225
C41,,175
C40,eye_tracker,208
C47,eye_tracker,942
C37,update_frame,175
C7,eye_tracker,208
C25,eye_tracker,425
C36,mouse_move,250
C26,mouse_drag,333
C30,eye_tracker,167
C60,eye_tracker,875
C22,mouse_drag,308
C30,eye_tracker,242
C49,eye_tracker,275
C60,eye_tracker,125
C22,eye_tracker,167
C12,mouse_drag,308
C41,eye_tracker,350
C25,eye_tracker,233
C20,mouse_move,317
C11,eye_tracker,367
C13,update_frame,75
C59,mouse_move,417
C23,eye_tracker,158
C48,eye_tracker,308
C37,mouse_move,117
C24,eye_tracker,283
C57,mouse_move,208
C14,eye_tracker,558
C20,eye_tracker,258
C12,mouse_move,358
C7,mouse_move,283
C7,eye_tracker,367
C43,mouse_move,267
C4,eye_tracker,133
C42,eye_tracker,67
C41,eye_tracker,67
C58,eye_tracker,225
C23,eye_tracker,150
C54,mouse_move,408
C38,eye_tracker,308
C22,eye_tracker,350
C14,eye_tracker,208
C45,update_frame,175
C13,mouse_click,358
C30,mouse_move,233
C23,eye_tracker,283
C48,mouse_move,283
C57,eye_tracker,217
C14,eye_tracker,292
C50,mouse_drag,67
C39,eye_tracker,150
C53,eye_tracker,267
C41,eye_tracker,267
C6,update_frame,442
C9,mouse_move,258
C11,mouse_move,242
C23,eye_tracker,233
C13,eye_tracker,175
C5,eye_tracker,167
C24,eye_tracker,275
C10,eye_tracker,250
C42,mouse_move,350
C36,eye_tracker,142
C29,eye_tracker,275
C23,eye_tracker,458
C47,eye_tracker,175
C49,update_frame,150
C22,eye_tracker,175
C7,eye_tracker,167
C59,,108
C12,eye_tracker,217
C56,eye_tracker,242
C29,mouse_drag,192
C42,mouse_move,158
C54,eye_tracker,283
C28,eye_tracker,358
C11,eye_tracker,258
C3,eye_tracker,100
C7,eye_tracker,183
C43,eye_tracker,325
C48,eye_tracker,542
C41,eye_tracker,308
C43,mouse_move,108
C41,,133
C23,update_frame,100
C37,eye_tracker,258
C48,update_frame,92
C40,mouse_move,250
C50,mouse_scroll,308
C60,eye_tracker,208
C12,mouse_move,467
C57,update_frame,67
C50,eye_tracker,375
C53,eye_tracker,200
C20,mouse_move,258
C27,eye_tracker,150
C9,eye_tracker,117
C25,eye_tracker,258
C37,update_frame,192
C10,eye_tracker,175
C48,eye_tracker,133
C22,eye_tracker,233
C57,eye_tracker,225
C17,update_frame,525
C32,eye_tracker,300
C42,mouse_scroll,67
C50,eye_tracker,183
C14,mouse_drag,167
C11,mouse_move,233
C40,eye_tracker,617
C30,mouse_move,142
C59,eye_tracker,508
C59,,92
C41,eye_tracker,700
C16,mouse_drag,292
C3,eye_tracker,117
C7,eye_tracker,217
C25,eye_tracker,242
C45,eye_tracker,167
C19,mouse_leave,83
C6,eye_tracker,275
C24,eye_tracker,175
C14,eye_tracker,142
C8,eye_tracker,333
C14,update_frame,283
C2,eye_tracker,142
C48,eye_tracker,117
C2,eye_tracker,608
C50,eye_tracker,75
C54,eye_tracker,233
C2,eye_tracker,367
C7,eye_tracker,142
C5,eye_tracker,200
C26,mouse_move,308
C52,eye_tracker,342
C43,eye_tracker,83
C4,eye_tracker,142
C59,eye_tracker,358
C4,eye_tracker,225
C48,eye_tracker,100
C30,eye_tracker,375
C50,eye_tracker,258
C23,eye_tracker,208
C39,eye_tracker,242
C11,eye_tracker,142
C30,eye_tracker,375
C53,eye_tracker,250
C42,eye_tracker,283
C26,eye_tracker,725
C60,eye_tracker,142
C30,eye_tracker,783
C14,eye_tracker,308
C7,eye_tracker,183
C12,mouse_drag,358
C32,mouse_move,142
C37,eye_tracker,108
C41,eye_tracker,192
C58,eye_tracker,333
C53,eye_tracker,167
C36,mouse_move,275
C12,eye_tracker,250
C29,update_frame,225
C24,eye_tracker,167
C22,eye_tracker,342
C49,mouse_move,208
C23,eye_tracker,317
C20,eye_tracker,292
C23,eye_tracker,292
C54,eye_tracker,267
C22,mouse_move,150
C30,mouse_move,67
C57,eye_tracker,258
C23,mouse_move,167
C35,eye_tracker,742
C43,eye_tracker,500
C41,eye_tracker,458
C40,eye_tracker,142
C47,eye_tracker,300
C59,mouse_scroll,183
C29,update_frame,75
C41,eye_tracker,175
C25,update_frame,158
C14,mouse_drag,150
C10,mouse_move,242
C14,mouse_scroll,75
C50,eye_tracker,242
C28,eye_tracker,300
C13,mouse_drag,283
C48,mouse_drag,108
C42,eye_tracker,375
C9,eye_tracker,242
C24,eye_tracker,117
C27,update_frame,250
C44,mouse_drag,142
C11,mouse_drag,192
C22,eye_tracker,517
C13,mouse_scroll,317
C30,mouse_drag,117
C43,eye_tracker,292
C26,update_frame,192
C26,eye_tracker,108
C7,eye_tracker,175
C7,update_frame,117
C20,mouse_move,525
C60,update_frame,575
C40,eye_tracker,258
C3,eye_tracker,300
C2,eye_tracker,208
C49,eye_tracker,108
C8,eye_tracker,250
C22,eye_tracker,225
C59,eye_tracker,325
C38,mouse_move,83
C59,eye_tracker,275
C30,eye_tracker,175
C17,eye_tracker,292
C25,eye_tracker,333
C41,eye_tracker,267
C45,eye_tracker,258
C57,mouse_move,108
C12,mouse_drag,342
C23,eye_tracker,417
C2,eye_tracker,217
C36,eye_tracker,142
C54,mouse_move,258
C16,mouse_move,283
C60,eye_tracker,192
C2,eye_tracker,267
C38,eye_tracker,333
C58,eye_tracker,158
C13,mouse_move,567
C5,eye_tracker,250
C56,eye_tracker,392
C53,eye_tracker,133
C6,eye_tracker,483
C23,eye_tracker,150
C50,eye_tracker,208
C43,eye_tracker,183
C48,eye_tracker,175
C20,eye_tracker,333
C52,eye_tracker,258
C27,eye_tracker,183
C53,eye_tracker,225
C14,mouse_move,100
C12,eye_tracker,167
C38,eye_tracker,183
C4,mouse_move,275
C53,eye_tracker,375
C20,eye_tracker,158
C23,eye_tracker,158
C32,eye_tracker,225
C11,eye_tracker,92
C9,eye_tracker,67
C50,eye_tracker,350
C54,eye_tracker,175
C41,eye_tracker,167
C12,eye_tracker,300
C59,mouse_move,275
C42,mouse_scroll,158
C30,mouse_move,175
C7,update_frame,583
C28,mouse_move,117
C23,mouse_move,192
C49,eye_tracker,908
C41,eye_tracker,75
C37,eye_tracker,258
C7,eye_tracker,342
C48,mouse_drag,175
C23,eye_tracker,292
C22,eye_tracker,225
C41,eye_tracker,217
C57,eye_tracker,267
C47,eye_tracker,192
C29,eye_tracker,442
C4,eye_tracker,292
C12,update_frame,83
C59,mouse_move,133
C14,eye_tracker,217
C27,eye_tracker,67
C43,eye_tracker,108
C20,eye_tracker,158
C28,mouse_move,875
C60,eye_tracker,183
C48,eye_tracker,175
C10,eye_tracker,408
C59,eye_tracker,167
C59,eye_tracker,133
C37,eye_tracker,292
C14,eye_tracker,325
C24,,150
C56,eye_tracker,133
C8,eye_tracker,167
C7,eye_tracker,192
C30,update_frame,83
C30,eye_tracker,325
C26,update_frame,108
C14,update_frame,375
C13,mouse_scroll,258
C53,eye_tracker,133
C49,mouse_move,175
C43,eye_tracker,217
C12,eye_tracker,350
C20,eye_tracker,142
C45,eye_tracker,383
C38,eye_tracker,142
C25,eye_tracker,75
C5,eye_tracker,167
C17,eye_tracker,200
C41,eye_tracker,383
C42,eye_tracker,67
C24,eye_tracker,67
C57,eye_tracker,133
C4,eye_tracker,158
C2,update_frame,208
C22,eye_tracker,267
C57,eye_tracker,275
C32,eye_tracker,117
C59,update_frame,150
C42,eye_tracker,325
C26,eye_tracker,258
C22,eye_tracker,267
C14,eye_tracker,92
C12,eye_tracker,283
C42,mouse_move,125
C7,mouse_drag,175
C50,eye_tracker,517
C11,eye_tracker,125
C13,mouse_drag,175
C57,eye_tracker,92
C40,update_frame,275
C48,eye_tracker,183
C35,eye_tracker,392
C41,eye_tracker,183
C6,eye_tracker,258
C4,eye_tracker,75
C23,eye_tracker,167
C43,eye_tracker,308
C27,eye_tracker,125
C59,eye_tracker,92
C22,eye_tracker,425
C23,update_frame,225
C30,mouse_drag,67
C47,eye_tracker,167
C60,eye_tracker,233
C12,eye_tracker,183
C11,eye_tracker,333
C13,mouse_move,100
C20,eye_tracker,183
C30,eye_tracker,458
C10,eye_tracker,175
C50,eye_tracker,367
C12,eye_tracker,108
C54,eye_tracker,225
C37,eye_tracker,192
C7,eye_tracker,183
C3,eye_tracker,317
C11,eye_tracker,592
C36,mouse_move,242
C48,mouse_move,133
C50,eye_tracker,233
C41,mouse_drag,108
C10,eye_tracker,167
C23,eye_tracker,342
C22,eye_tracker,75
C53,eye_tracker,317
C25,mouse_drag,192
C14,eye_tracker,75
C58,mouse_move,317
C21,mouse_drag,83
C7,eye_tracker,417
C52,eye_tracker,192
C44,eye_tracker,467
C49,eye_tracker,167
C54,mouse_move,283
C10,eye_tracker,217
C12,eye_tracker,267
C7,,125
C12,eye_tracker,192
C20,eye_tracker,250
C22,eye_tracker,142
C20,mouse_drag,83
C28,eye_tracker,267
C38,eye_tracker,375
C48,eye_tracker,125
C17,eye_tracker,225
C14,eye_tracker,242
C24,mouse_scroll,242
C30,mouse_drag,150
C48,update_frame,92
C22,eye_tracker,83
C23,eye_tracker,125
C39,eye_tracker,608
C13,mouse_move,292
C48,eye_tracker,275
C3,eye_tracker,75
C22,mouse_drag,158
C41,eye_tracker,250
C43,mouse_move,133
C14,eye_tracker,308
C30,eye_tracker,150
C26,eye_tracker,208
C22,mouse_move,275
C43,update_frame,250
C57,mouse_move,258
C23,eye_tracker,175
C9,mouse_move,317
C7,eye_tracker,308
C29,eye_tracker,350
C42,eye_tracker,192
C4,mouse_move,208
C50,eye_tracker,317
C5,eye_tracker,283
C36,mouse_move,158
C29,mouse_drag,392
C53,eye_tracker,442
C43,eye_tracker,258
C53,eye_tracker,292
C12,eye_tracker,92
C41,eye_tracker,200
C33,eye_tracker,200
C12,eye_tracker,267
C35,eye_tracker,225
C59,eye_tracker,358
C26,eye_tracker,350
C51,eye_tracker,167
C59,mouse_move,217
C30,update_frame,550
C6,eye_tracker,250
C23,eye_tracker,408
C2,eye_tracker,533
C41,eye_tracker,375
C12,mouse_move,233
C50,eye_tracker,150
C40,eye_tracker,658
C53,mouse_move,658
C28,eye_tracker,492
C37,eye_tracker,367
C53,mouse_move,192
C27,eye_tracker,258
C4,mouse_move,333
C25,eye_tracker,350
C7,eye_tracker,175
C42,mouse_move,258
C23,mouse_drag,75
C59,eye_tracker,317
C25,eye_tracker,200
C13,mouse_move,142
C60,eye_tracker,292
C50,eye_tracker,142
C56,eye_tracker,158
C12,mouse_move,183
C48,eye_tracker,108
C49,eye_tracker,383
C37,eye_tracker,283
C3,eye_tracker,108
C17,update_frame,150
C57,update_frame,333
C10,eye_tracker,167
C2,eye_tracker,492
C52,mouse_move,183
C22,eye_tracker,125
C11,mouse_scroll,317
C13,eye_tracker,358
C13,mouse_dragend,100
C2,eye_tracker,258
C8,eye_tracker,475
C43,update_frame,100
C20,update_frame,175
C38,eye_tracker,167
C30,mouse_move,200
C16,eye_tracker,658
C10,eye_tracker,250
C23,eye_tracker,175
C14,eye_tracker,183
C57,eye_tracker,167
C24,,92
C53,mouse_move,158
C45,eye_tracker,692
C30,mouse_drag,133
C22,eye_tracker,175
C17,eye_tracker,175
C50,eye_tracker,342
C39,eye_tracker,217
C47,eye_tracker,417
C6,eye_tracker,125
C14,eye_tracker,358
C42,mouse_move,83
C4,eye_tracker,225
C7,eye_tracker,283
C57,eye_tracker,467
C41,eye_tracker,175
C50,eye_tracker,208
C10,eye_tracker,383
C6,eye_tracker,175
C28,eye_tracker,192
C22,eye_tracker,292
C56,eye_tracker,133
C60,eye_tracker,633
C11,eye_tracker,300
C32,mouse_move,533
C12,eye_tracker,333
C20,eye_tracker,158
C57,mouse_drag,100
C53,eye_tracker,183
C41,eye_tracker,417
C20,eye_tracker,108
C30,mouse_drag,508
C41,eye_tracker,208
C17,eye_tracker,175
C26,mouse_move,275
C43,eye_tracker,250
C30,mouse_move,108
C23,eye_tracker,467
C42,eye_tracker,317
C49,eye_tracker,383
C59,eye_tracker,250
C30,eye_tracker,333
C59,eye_tracker,225
C59,mouse_move,308
C58,eye_tracker,467
C2,mouse_scroll,275
C40,eye_tracker,258
C28,mouse_drag,408
C29,eye_tracker,250
C60,eye_tracker,233
C40,eye_tracker,67
C45,eye_tracker,150
C11,eye_tracker,208
C38,eye_tracker,167
C9,mouse_move,367
C13,mouse_move,258
C50,eye_tracker,242
C24,,183
C47,eye_tracker,150
C43,eye_tracker,267
C7,eye_tracker,292
C29,update_frame,392
C10,eye_tracker,175
C57,eye_tracker,142
C12,mouse_move,367
C54,mouse_move,442
C27,mouse_move,183
C8,eye_tracker,233
C30,mouse_drag,83
C48,eye_tracker,283
C4,eye_tracker,308
C53,eye_tracker,100
C38,eye_tracker,692
C35,eye_tracker,392
C56,eye_tracker,108
C5,next_btn_clicked,625
C43,eye_tracker,167
C12,eye_tracker,383
C17,eye_tracker,200
C7,eye_tracker,308
C42,eye_tracker,367
C27,eye_tracker,358
C29,eye_tracker,158
C33,eye_tracker,383
C10,mouse_move,283
C53,eye_tracker,225
C23,update_frame,225
C39,eye_tracker,242
C6,eye_tracker,225
C22,eye_tracker,158
C4,eye_tracker,225
C50,update_frame,200
C12,mouse_drag,325
C20,eye_tracker,642
C2,eye_tracker,275
C22,eye_tracker,542
C12,eye_tracker,183
C32,eye_tracker,200
C26,eye_tracker,325
C48,update_frame,67
C44,mouse_scroll,442
C41,eye_tracker,350
C13,eye_tracker,308
C30,eye_tracker,150
C5,eye_tracker,475
C42,mouse_drag,92
C52,eye_tracker,192
C20,eye_tracker,133
C57,update_frame,283
C24,eye_tracker,67
C11,eye_tracker,692
C23,mouse_move,450
C39,mouse_move,117
C24,mouse_drag,83
C7,mouse_dragend,525
C36,eye_tracker,500
C37,eye_tracker,450
C22,eye_tracker,317
C38,eye_tracker,108
C14,mouse_move,367
C28,mouse_drag,117
C23,eye_tracker,133
C43,mouse_move,167
C30,eye_tracker,192
C54,eye_tracker,92
C28,eye_tracker,408
C49,eye_tracker,442
C25,mouse_move,317
C59,eye_tracker,200
C41,eye_tracker,267
C12,eye_tracker,367
C50,eye_tracker,167
C30,eye_tracker,67
C54,eye_tracker,775
C39,eye_tracker,83
C25,eye_tracker,500
C53,mouse_move,175
C48,eye_tracker,450
C14,eye_tracker,342
C38,eye_tracker,658
C7,eye_tracker,317
C13,mouse_drag,225
C16,eye_tracker,383
C20,eye_tracker,167
C50,eye_tracker,192
C29,eye_tracker,233
C11,update_frame,308
C3,eye_tracker,158
C2,mouse_move,300
C23,eye_tracker,325
C4,eye_tracker,192
C42,update_frame,292
C59,update_frame,275
C60,eye_tracker,250
C53,mouse_drag,133
C22,eye_tracker,458
C13,mouse_move,158
C32,mouse_drag,125
C35,eye_tracker,208
C30,mouse_drag,417
C50,mouse_move,142
C14,eye_tracker,208
C57,eye_tracker,358
C38,eye_tracker,242
C43,eye_tracker,208
C5,mouse_move,625
C41,update_frame,400
C12,mouse_drag,200
C41,eye_tracker,125
C56,eye_tracker,225
C4,eye_tracker,75
C26,mouse_move,258
C30,eye_tracker,83
C24,eye_tracker,83
C37,eye_tracker,225
C40,eye_tracker,317
C6,eye_tracker,400
C41,eye_tracker,367
C19,,75
C27,eye_tracker,233
C23,eye_tracker,333
C30,eye_tracker,108
C39,,83
C23,eye_tracker,225
C57,eye_tracker,283
C58,eye_tracker,350
C14,eye_tracker,125
C45,eye_tracker,333
C47,eye_tracker,325
C38,mouse_move,475
C43,update_frame,67
C5,eye_tracker,200
C50,eye_tracker,117
C30,mouse_drag,233
C28,eye_tracker,258
C53,eye_tracker,108
C17,eye_tracker,408
C12,eye_tracker,233
C2,eye_tracker,375
C12,eye_tracker,325
C37,eye_tracker,175
C2,update_frame,242
C25,eye_tracker,250
C6,eye_tracker,225
C17,eye_tracker,292
C40,eye_tracker,83
C8,eye_tracker,325
C9,eye_tracker,283
C22,eye_tracker,242
C57,eye_tracker,217
C22,eye_tracker,192
C7,eye_tracker,167
C29,eye_tracker,142
C3,eye_tracker,125
C27,eye_tracker,342
C20,eye_tracker,125
C36,eye_tracker,100
C26,update_frame,258
C53,eye_tracker,142
C23,eye_tracker,150
C53,eye_tracker,717
C2,mouse_move,117
C49,eye_tracker,425
C60,eye_tracker,492
C12,eye_tracker,267
C49,eye_tracker,225
C41,eye_tracker,217
C41,eye_tracker,83
C10,eye_tracker,242
C48,eye_tracker,83
C29,update_frame,342
C10,eye_tracker,350
C26,eye_tracker,117
C28,eye_tracker,67
C44,next_btn_clicked,792
C38,eye_tracker,117
C24,eye_tracker,117
C52,mouse_move,300
C48,mouse_move,183
C23,mouse_move,317
C14,eye_tracker,100
C7,eye_tracker,233
C39,update_frame,133
C38,eye_tracker,283
C43,eye_tracker,167
C11,eye_tracker,475
C60,eye_tracker,208
C9,eye_tracker,92
C16,eye_tracker,217
C59,eye_tracker,467
C20,mouse_drag,217
C43,eye_tracker,408
C48,mouse_drag,225
C53,eye_tracker,250
C54,mouse_move,325
C19,,167
C53,eye_tracker,83
C32,eye_tracker,217
C21,mouse_move,83
C44,eye_tracker,375
C22,eye_tracker,392
C28,eye_tracker,75
C20,eye_tracker,92
C41,eye_tracker,225
C57,eye_tracker,208
C47,eye_tracker,158
C57,eye_tracker,200
C48,update_frame,92
C5,eye_tracker,175
C40,eye_tracker,100
C6,eye_tracker,208
C10,eye_tracker,83
C12,eye_tracker,225
C12,eye_tracker,333
C30,mouse_move,167
C28,update_frame,350
C14,eye_tracker,750
C13,mouse_drag,117
C38,eye_tracker,250
C56,eye_tracker,242
C53,mouse_move,200
C40,eye_tracker,242
C53,update_frame,142
C5,eye_tracker,292
C2,eye_tracker,83
C59,eye_tracker,300
C20,eye_tracker,483
C4,mouse_move,308
C28,eye_tracker,67
C50,mouse_move,225
C23,eye_tracker,267
C8,update_frame,233
C11,eye_tracker,267
C30,eye_tracker,125
C12,mouse_move,250
C16,update_frame,108
C13,mouse_drag,92
C14,eye_tracker,383
C42,eye_tracker,200
C23,update_frame,300
C12,eye_tracker,233
C38,eye_tracker,250
C29,eye_tracker,200
C39,eye_tracker,400
C37,eye_tracker,300
C22,eye_tracker,325
C23,eye_tracker,192
C12,eye_tracker,225
C60,eye_tracker,142
C48,eye_tracker,150
C55,next_btn_clicked,242
C47,eye_tracker,92
C13,eye_tracker,525
C49,eye_tracker,217
C25,eye_tracker,433
C39,,158
C41,mouse_move,208
C6,eye_tracker,267
C37,eye_tracker,267
C24,eye_tracker,208
C58,eye_tracker,283
C20,eye_tracker,133
C11,eye_tracker,200
C28,eye_tracker,800
C14,eye_tracker,75
C17,eye_tracker,267
C6,eye_tracker,108
C57,eye_tracker,267
C53,mouse_drag,192
C35,eye_tracker,383
C30,eye_tracker,242
C11,eye_tracker,542
C29,eye_tracker,208
C49,eye_tracker,267
C41,eye_tracker,200
C41,eye_tracker,383
C2,eye_tracker,258
C54,mouse_move,117
C2,eye_tracker,83
C48,eye_tracker,208
C48,update_frame,100
C27,eye_tracker,283
C7,update_frame,308
C10,eye_tracker,283
C43,mouse_move,100
C19,,100
C54,eye_tracker,175
C23,eye_tracker,242
C22,eye_tracker,342
C10,eye_tracker,283
C41,eye_tracker,150
C42,eye_tracker,675
C4,eye_tracker,325
C50,eye_tracker,375
C5,eye_tracker,192
C27,eye_tracker,417
C59,eye_tracker,250
C50,eye_tracker,300
C14,eye_tracker,100
C25,eye_tracker,367
C39,eye_tracker,83
C32,mouse_move,258
C30,eye_tracker,83
C9,eye_tracker,325
C50,eye_tracker,233
C36,eye_tracker,392
C14,eye_tracker,125
C50,eye_tracker,167
C59,mouse_scroll,283
C22,mouse_drag,400
C7,eye_tracker,225
C20,eye_tracker,183
C30,eye_tracker,183
C45,eye_tracker,475
C53,mouse_move,250
C3,eye_tracker,150
C28,eye_tracker,158
C10,eye_tracker,83
C17,mouse_move,408
C54,eye_tracker,92
C28,eye_tracker,442
C52,eye_tracker,333
C29,eye_tracker,83
C40,eye_tracker,233
C20,eye_tracker,108
C43,eye_tracker,142
C54,eye_tracker,642
C41,eye_tracker,117
C43,mouse_move,92
C23,eye_tracker,225
C48,update_frame,92
C13,mouse_drag,133
C57,eye_tracker,308
C20,mouse_drag,367
C48,eye_tracker,208
C29,eye_tracker,167
C12,eye_tracker,292
C55,mouse_move,242
C49,eye_tracker,158
C14,eye_tracker,217
C53,eye_tracker,142
C14,eye_tracker,392
C44,mouse_move,325
C50,mouse_drag,75
C18,eye_tracker,108
C29,mouse_move,442
C38,eye_tracker,200
C22,eye_tracker,225
C54,eye_tracker,142
C44,eye_tracker,792
C38,eye_tracker,108
C38,mouse_move,92
C39,eye_tracker,75
C22,eye_tracker,233
C30,mouse_drag,75
C43,eye_tracker,375
C49,mouse_drag,217
C2,eye_tracker,133
C53,eye_tracker,350
C25,eye_tracker,142
C26,mouse_scroll,500
C3,eye_tracker,83
C7,eye_tracker,450
C39,update_frame,292
C11,mouse_drag,325
C57,eye_tracker,417
C35,update_frame,275
C25,eye_tracker,558
C12,eye_tracker,300
C28,eye_tracker,233
C50,eye_tracker,67
C6,eye_tracker,275
C26,eye_tracker,367
C60,eye_tracker,533
C10,eye_tracker,358
C7,eye_tracker,242
C4,eye_tracker,200
C30,update_frame,258
C50,eye_tracker,158
C53,eye_tracker,375
C60,eye_tracker,333
C12,eye_tracker,350
C4,eye_tracker,333
C23,eye_tracker,333
C11,update_frame,158
C43,mouse_move,75
C47,eye_tracker,242
C12,mouse_drag,183
C49,eye_tracker,92
C40,eye_tracker,150
C41,eye_tracker,167
C28,eye_tracker,292
C42,mouse_move,258
C58,eye_tracker,233
C11,eye_tracker,300
C40,eye_tracker,333
C25,eye_tracker,342
C30,eye_tracker,117
C56,eye_tracker,433
C57,eye_tracker,125
C27,eye_tracker,233
C9,eye_tracker,175
C2,mouse_drag,300
C22,eye_tracker,183
C17,eye_tracker,342
C50,update_frame,250
C14,eye_tracker,108
C54,eye_tracker,192
C30,mouse_move,192
C27,mouse_move,292
C10,eye_tracker,308
C36,eye_tracker,92
C55,,175
C42,eye_tracker,300
C57,update_frame,342
C41,eye_tracker,275
C38,mouse_move,142
C8,eye_tracker,392
C29,eye_tracker,192
C30,mouse_move,333
C41,eye_tracker,217
C20,mouse_move,183
C12,eye_tracker,142
C13,,150
C41,eye_tracker,300
C48,eye_tracker,283
C25,eye_tracker,142
C50,eye_tracker,283
C13,eye_tracker,433
C41,eye_tracker,92
C10,eye_tracker,292
C50,mouse_drag,75
C5,eye_tracker,333
C43,mouse_move,175
C13,mouse_move,142
C38,eye_tracker,200
C52,eye_tracker,267
C12,eye_tracker,117
C60,eye_tracker,142
C43,eye_tracker,217
C12,eye_tracker,508
C7,eye_tracker,292
C6,eye_tracker,408
C59,update_frame,525
C26,update_frame,133
C25,eye_tracker,142
C53,eye_tracker,125
C48,mouse_move,125
C53,eye_tracker,258
C24,eye_tracker,208
C53,mouse_drag,325
C57,eye_tracker,83
C4,eye_tracker,142
C3,eye_tracker,183
C59,eye_tracker,267
C42,mouse_move,108
C30,mouse_drag,150
C60,eye_tracker,175
C28,eye_tracker,325
C23,eye_tracker,317
C11,eye_tracker,133
C50,eye_tracker,158
C20,eye_tracker,233
C27,mouse_move,67
C22,eye_tracker,275
C30,eye_tracker,167
C7,eye_tracker,200
C29,eye_tracker,317
C48,mouse_move,308
C30,mouse_move,242
C26,update_frame,217
C30,mouse_drag,83
C11,eye_tracker,208
C53,eye_tracker,275
C37,mouse_move,192
C50,eye_tracker,100
C59,eye_tracker,417
C19,,75
C45,eye_tracker,350
C26,eye_tracker,75
C43,mouse_move,83
C23,mouse_move,558
C30,mouse_move,192
C32,mouse_move,433
C38,,83
C54,eye_tracker,142
C54,eye_tracker,183
C48,mouse_move,142
C40,eye_tracker,192
C2,update_frame,467
C7,eye_tracker,292
C40,eye_tracker,225
C13,mouse_move,158
C22,eye_tracker,217
C23,eye_tracker,192
C22,eye_tracker,275
C13,mouse_move,117
C41,eye_tracker,175
C12,eye_tracker,175
C14,eye_tracker,392
C4,eye_tracker,292
C27,update_frame,83
C17,eye_tracker,467
C22,eye_tracker,550
C43,eye_tracker,150
C10,eye_tracker,225
C25,eye_tracker,250
C54,mouse_move,375
C16,mouse_move,658
C14,eye_tracker,267
C36,update_frame,250
C55,update_text,217
C13,mouse_drag,192
C39,,133
C41,eye_tracker,258
C21,mouse_drag,83
C38,eye_tracker,133
C49,eye_tracker,100
C23,eye_tracker,225
C30,mouse_dragend,100
C47,eye_tracker,325
C37,eye_tracker,92
C12,eye_tracker,283
C9,eye_tracker,292
C48,mouse_move,83
C39,eye_tracker,292
C14,eye_tracker,525
C43,mouse_move,67
C49,eye_tracker,167
C4,eye_tracker,150
C57,eye_tracker,192
C28,update_frame,375
C42,eye_tracker,308
C54,eye_tracker,100
C2,eye_tracker,325
C7,eye_tracker,158
C12,mouse_move,192
C2,eye_tracker,458
C29,mouse_drag,117
C25,eye_tracker,208
C38,mouse_move,117
C13,mouse_move,92
C14,eye_tracker,100
C38,eye_tracker,483
C5,eye_tracker,150
C12,mouse_drag,267
C53,eye_tracker,108
C30,mouse_drag,108
C11,mouse_drag,217
C60,eye_tracker,225
C57,mouse_drag,467
C58,mouse_drag,408
C11,eye_tracker,183
C22,eye_tracker,192
C14,eye_tracker,358
C59,eye_tracker,267
C59,eye_tracker,308
C59,mouse_move,133
C50,eye_tracker,158
C7,eye_tracker,192
C23,eye_tracker,283
C17,eye_tracker,175
C26,eye_tracker,200
C12,mouse_drag,83
C50,eye_tracker,383
C53,eye_tracker,267
C30,mouse_drag,250
C36,eye_tracker,100
C59,mouse_drag,67
C37,eye_tracker,225
C38,eye_tracker,133
C56,eye_tracker,283
C21,mouse_move,92
C42,eye_tracker,442
C10,eye_tracker,392
C50,mouse_enter,225
C13,eye_tracker,217
C20,eye_tracker,433
C24,eye_tracker,83
C30,update_frame,292
C13,mouse_drag,125
C22,eye_tracker,183
C26,eye_tracker,175
C29,eye_tracker,433
C23,eye_tracker,242
C16,update_frame,183
C11,update_frame,508
C27,eye_tracker,483
C14,eye_tracker,242
C9,update_frame,175
C41,eye_tracker,242
C23,eye_tracker,250
C35,eye_tracker,608
C39,update_frame,158
C10,eye_tracker,233
C7,eye_tracker,383
C14,eye_tracker,158
C29,mouse_move,758
C50,eye_tracker,200
C25,mouse_move,133
C47,eye_tracker,183
C22,eye_tracker,283
C40,eye_tracker,308
C28,eye_tracker,383
C53,eye_tracker,283
C12,eye_tracker,83
C52,eye_tracker,342
C10,mouse_move,608
C25,eye_tracker,83
C45,eye_tracker,350
C49,eye_tracker,142
C6,eye_tracker,83
C3,mouse_move,250
C12,eye_tracker,167
C48,mouse_move,408
C38,mouse_move,175
C41,eye_tracker,208
C12,eye_tracker,242
C41,eye_tracker,508
C17,eye_tracker,592
C22,eye_tracker,317
C30,update_frame,83
C30,eye_tracker,108
C27,eye_tracker,267
C4,eye_tracker,250
C22,eye_tracker,167
C51,eye_tracker,733
C54,eye_tracker,350
C30,eye_tracker,233
C32,eye_tracker,375
C43,eye_tracker,375
C29,update_frame,192
C7,eye_tracker,233
C60,eye_tracker,183
C56,eye_tracker,117
C48,mouse_drag,325
C26,eye_tracker,167
C4,eye_tracker,358
C20,eye_tracker,175
C38,eye_tracker,233
C12,eye_tracker,408
C41,eye_tracker,308
C54,eye_tracker,358
C49,eye_tracker,317
C41,eye_tracker,67
C7,mouse_move,92
