Index,ImageType,Year,Coder1,Coder2,Consistency,BinSize,Position,XCoord,YCoord
1629,Area,2015,Area,Area,green,4,122,126,17
1630,Area,2015,Area,Area,green,4,122,123,18
1631,Area,2015,Area,Area,green,4,122,124,18
1632,Area,2015,Area,Area,green,4,122,125,18
1633,Area,2015,Area,Area,green,4,122,126,18
1634,Area,2015,Area,Area,green,4,122,123,19
1635,Area,2015,Area,Area,green,4,122,124,19
1636,Area,2015,Area,Area,green,4,122,125,19
1637,Area,2015,Area,Area,green,4,122,126,19
1638,Area,2015,Area,Area,green,4,122,123,20
1639,Area,2015,Area,Area,green,4,122,124,20
1640,Area,2015,Area,Area,green,4,122,125,20
1641,Area,2015,Area,Area,green,4,122,126,20
1642,Area,2015,Area,Area,green,4,122,123,21
1643,Area,2020,Area,Glyph,red,4,122,124,21
1644,Area,2020,Area,Grid,red,4,122,125,21
1645,Area,2020,Area,Point,red,4,122,126,21
1646,Area,2020,Area,Area,green,4,122,123,22
1647,Area,2020,Area,Area,green,4,122,124,22
1648,Area,2020,Area,Area,green,4,122,125,22
1649,Area,2020,Area,Area,green,4,122,126,22
1650,Area,2020,Area,Area,green,4,122,123,23
1651,Area,2020,Area,Area,green,4,122,124,23
1652,Area,2020,Area,Area,green,4,122,125,23
1653,Area,2020,Area,Area,green,4,122,126,23
1654,Area,2020,Area,Area,green,4,122,123,24
1655,Area,2020,Area,Area,green,4,122,124,24
1656,Area,2020,Area,Area,green,4,122,125,24
1657,Area,2020,Area,Area,green,4,122,126,24
1658,Area,2020,Area,Area,green,4,122,123,25
1659,Area,2020,Area,Area,green,4,122,124,25
1660,Area,2020,Area,Area,green,4,122,125,25
1661,Area,2020,Area,Area,green,4,122,126,25
1662,Area,2020,Area,Area,green,4,122,123,26
1663,Area,2020,Area,Area,green,4,122,124,26
1664,Area,2020,Area,Area,green,4,122,125,26
1665,Area,2020,Area,Area,green,4,122,126,26
1666,Bar,1990,Bar,Bar,green,4,126,127,1
1667,Bar,1995,Bar,Area,red,4,126,128,1
1668,Bar,1995,Bar,Bar,green,4,126,129,1
1669,Bar,1995,Bar,Bar,green,4,126,130,1
1670,Bar,1995,Bar,Bar,green,4,126,127,2
1671,Bar,1995,Bar,Bar,green,4,126,128,2
1672,Bar,1995,Bar,Bar,green,4,126,129,2
1673,Bar,1995,Bar,Bar,green,4,126,130,2
1674,Bar,1995,Bar,Bar,green,4,126,127,3
1675,Bar,1995,Bar,Bar,green,4,126,128,3
1676,Bar,2000,Bar,Glyph,red,4,126,129,3
1677,Bar,2000,Bar,Bar,green,4,126,130,3
1678,Bar,2000,Bar,Bar,green,4,126,127,4
1679,Bar,2000,Bar,Bar,green,4,126,128,4
1680,Bar,2000,Bar,Bar,green,4,126,129,4
1681,Bar,2000,Bar,Bar,green,4,126,130,4
1682,Bar,2000,Bar,Bar,green,4,126,127,5
1683,Bar,2000,Bar,Bar,green,4,126,128,5
1684,Bar,2000,Bar,Bar,green,4,126,129,5
1685,Bar,2000,Bar,Bar,green,4,126,130,5
1686,Bar,2000,Bar,Bar,green,4,126,127,6
1687,Bar,2000,Bar,Bar,green,4,126,128,6
1688,Bar,2005,Bar,Line,red,4,126,129,6
1689,Bar,2005,Bar,Surface/Volume,red,4,126,130,6
1690,Bar,2005,Bar,Surface/Volume,red,4,126,127,7
1691,Bar,2005,Bar,Glyph,red,4,126,128,7
1692,Bar,2005,Bar,Bar,green,4,126,129,7
1693,Bar,2005,Bar,Bar,green,4,126,130,7
1694,Bar,2005,Bar,Bar,green,4,126,127,8
1695,Bar,2005,Bar,Bar,green,4,126,128,8
1696,Bar,2005,Bar,Bar,green,4,126,129,8
1697,Bar,2005,Bar,Bar,green,4,126,130,8
1698,Bar,2005,Bar,Bar,green,4,126,127,9
1699,Bar,2005,Bar,Bar,green,4,126,128,9
1700,Bar,2005,Bar,Bar,green,4,126,129,9
1701,Bar,2005,Bar,Bar,green,4,126,130,9
1702,Bar,2005,Bar,Bar,green,4,126,127,10
1703,Bar,2005,Bar,Bar,green,4,126,128,10
1704,Bar,2005,Bar,Bar,green,4,126,129,10
1705,Bar,2005,Bar,Bar,green,4,126,130,10
1706,Bar,2005,Bar,Bar,green,4,126,127,11
1707,Bar,2005,Bar,Bar,green,4,126,128,11
1708,Bar,2005,Bar,Bar,green,4,126,129,11
1709,Bar,2005,Bar,Bar,green,4,126,130,11
1710,Bar,2005,Bar,Bar,green,4,126,127,12
1711,Bar,2005,Bar,Bar,green,4,126,128,12
1712,Bar,2005,Bar,Bar,green,4,126,129,12
1713,Bar,2005,Bar,Bar,green,4,126,130,12
1714,Bar,2005,Bar,Bar,green,4,126,127,13
1715,Bar,2005,Bar,Bar,green,4,126,128,13
1716,Bar,2010,Bar,Area,red,4,126,129,13
1717,Bar,2010,Bar,Bar,green,4,126,130,13
1718,Bar,2010,Bar,Bar,green,4,126,127,14
1719,Bar,2010,Bar,Bar,green,4,126,128,14
1720,Bar,2010,Bar,Bar,green,4,126,129,14
1721,Bar,2010,Bar,Bar,green,4,126,130,14
1722,Bar,2010,Bar,Bar,green,4,126,127,15
1723,Bar,2010,Bar,Bar,green,4,126,128,15
1724,Bar,2010,Bar,Bar,green,4,126,129,15
1725,Bar,2010,Bar,Bar,green,4,126,130,15
1726,Bar,2010,Bar,Bar,green,4,126,127,16
1727,Bar,2010,Bar,Bar,green,4,126,128,16
1728,Bar,2010,Bar,Bar,green,4,126,129,16
1729,Bar,2010,Bar,Bar,green,4,126,130,16
1730,Bar,2010,Bar,Bar,green,4,126,127,17
1731,Bar,2010,Bar,Bar,green,4,126,128,17
1732,Bar,2010,Bar,Bar,green,4,126,129,17
1733,Bar,2010,Bar,Bar,green,4,126,130,17
1734,Bar,2010,Bar,Bar,green,4,126,127,18
1735,Bar,2010,Bar,Bar,green,4,126,128,18
1736,Bar,2010,Bar,Bar,green,4,126,129,18
1737,Bar,2010,Bar,Bar,green,4,126,130,18
1738,Bar,2010,Bar,Bar,green,4,126,127,19
1739,Bar,2010,Bar,Bar,green,4,126,128,19
1740,Bar,2010,Bar,Bar,green,4,126,129,19
1741,Bar,2010,Bar,Bar,green,4,126,130,19
1742,Bar,2010,Bar,Bar,green,4,126,127,20
1743,Bar,2010,Bar,Bar,green,4,126,128,20
1744,Bar,2010,Bar,Bar,green,4,126,129,20
1745,Bar,2010,Bar,Bar,green,4,126,130,20
1746,Bar,2010,Bar,Bar,green,4,126,127,21
1747,Bar,2010,Bar,Bar,green,4,126,128,21
1748,Bar,2010,Bar,Bar,green,4,126,129,21
1749,Bar,2010,Bar,Bar,green,4,126,130,21
1750,Bar,2010,Bar,Bar,green,4,126,127,22
1751,Bar,2010,Bar,Bar,green,4,126,128,22
1752,Bar,2010,Bar,Bar,green,4,126,129,22
1753,Bar,2010,Bar,Bar,green,4,126,130,22
1754,Bar,2010,Bar,Bar,green,4,126,127,23
1755,Bar,2010,Bar,Bar,green,4,126,128,23
1756,Bar,2010,Bar,Bar,green,4,126,129,23
1757,Bar,2010,Bar,Bar,green,4,126,130,23
1758,Bar,2010,Bar,Bar,green,4,126,127,24
1759,Bar,2010,Bar,Bar,green,4,126,128,24
1760,Bar,2010,Bar,Bar,green,4,126,129,24
1761,Bar,2010,Bar,Bar,green,4,126,130,24
1762,Bar,2010,Bar,Bar,green,4,126,127,25
1763,Bar,2010,Bar,Bar,green,4,126,128,25
1764,Bar,2015,Bar,Area,red,4,126,129,25
1765,Bar,2015,Bar,Point,red,4,126,130,25
1766,Bar,2015,Bar,Line,red,4,126,127,26
1767,Bar,2015,Bar,Line,red,4,126,128,26
1768,Bar,2015,Bar,Bar,green,4,126,129,26
1769,Bar,2015,Bar,Bar,green,4,126,130,26
1770,Bar,2015,Bar,Bar,green,4,126,127,27
1771,Bar,2015,Bar,Bar,green,4,126,128,27
1772,Bar,2015,Bar,Bar,green,4,126,129,27
1773,Bar,2015,Bar,Bar,green,4,126,130,27
1774,Bar,2015,Bar,Bar,green,4,126,127,28
1775,Bar,2015,Bar,Bar,green,4,126,128,28
1776,Bar,2015,Bar,Bar,green,4,126,129,28
1777,Bar,2015,Bar,Bar,green,4,126,130,28
1778,Bar,2015,Bar,Bar,green,4,126,127,29
1779,Bar,2015,Bar,Bar,green,4,126,128,29
1780,Bar,2015,Bar,Bar,green,4,126,129,29
1781,Bar,2015,Bar,Bar,green,4,126,130,29
1782,Bar,2015,Bar,Bar,green,4,126,127,30
1783,Bar,2015,Bar,Bar,green,4,126,128,30
1784,Bar,2015,Bar,Bar,green,4,126,129,30
1785,Bar,2015,Bar,Bar,green,4,126,130,30
1786,Bar,2015,Bar,Bar,green,4,126,127,31
1787,Bar,2015,Bar,Bar,green,4,126,128,31
1788,Bar,2015,Bar,Bar,green,4,126,129,31
1789,Bar,2015,Bar,Bar,green,4,126,130,31
1790,Bar,2015,Bar,Bar,green,4,126,127,32
1791,Bar,2015,Bar,Bar,green,4,126,128,32
1792,Bar,2015,Bar,Bar,green,4,126,129,32
1793,Bar,2015,Bar,Bar,green,4,126,130,32
1794,Bar,2015,Bar,Bar,green,4,126,127,33
1795,Bar,2015,Bar,Bar,green,4,126,128,33
1796,Bar,2015,Bar,Bar,green,4,126,129,33
1797,Bar,2015,Bar,Bar,green,4,126,130,33
1798,Bar,2015,Bar,Bar,green,4,126,127,34
1799,Bar,2015,Bar,Bar,green,4,126,128,34
1800,Bar,2015,Bar,Bar,green,4,126,129,34
1801,Bar,2015,Bar,Bar,green,4,126,130,34
1802,Bar,2015,Bar,Bar,green,4,126,127,35
1803,Bar,2015,Bar,Bar,green,4,126,128,35
1804,Bar,2015,Bar,Bar,green,4,126,129,35
1805,Bar,2015,Bar,Bar,green,4,126,130,35
1806,Bar,2015,Bar,Bar,green,4,126,127,36
1807,Bar,2015,Bar,Bar,green,4,126,128,36
1808,Bar,2015,Bar,Bar,green,4,126,129,36
1809,Bar,2015,Bar,Bar,green,4,126,130,36
1810,Bar,2015,Bar,Bar,green,4,126,127,37
1811,Bar,2015,Bar,Bar,green,4,126,128,37
1812,Bar,2015,Bar,Bar,green,4,126,129,37
1813,Bar,2015,Bar,Bar,green,4,126,130,37
1814,Bar,2015,Bar,Bar,green,4,126,127,38
1815,Bar,2015,Bar,Bar,green,4,126,128,38
1816,Bar,2015,Bar,Bar,green,4,126,129,38
1817,Bar,2015,Bar,Bar,green,4,126,130,38
1818,Bar,2015,Bar,Bar,green,4,126,127,39
1819,Bar,2015,Bar,Bar,green,4,126,128,39
1820,Bar,2015,Bar,Bar,green,4,126,129,39
1821,Bar,2015,Bar,Bar,green,4,126,130,39
1822,Bar,2015,Bar,Bar,green,4,126,127,40
1823,Bar,2015,Bar,Bar,green,4,126,128,40
1824,Bar,2015,Bar,Bar,green,4,126,129,40
1825,Bar,2015,Bar,Bar,green,4,126,130,40
1826,Bar,2015,Bar,Bar,green,4,126,127,41
1827,Bar,2015,Bar,Bar,green,4,126,128,41
1828,Bar,2015,Bar,Bar,green,4,126,129,41
1829,Bar,2015,Bar,Bar,green,4,126,130,41
1830,Bar,2015,Bar,Bar,green,4,126,127,42
1831,Bar,2015,Bar,Bar,green,4,126,128,42
1832,Bar,2015,Bar,Bar,green,4,126,129,42
1833,Bar,2015,Bar,Bar,green,4,126,130,42
1834,Bar,2015,Bar,Bar,green,4,126,127,43
1835,Bar,2015,Bar,Bar,green,4,126,128,43
1836,Bar,2015,Bar,Bar,green,4,126,129,43
1837,Bar,2015,Bar,Bar,green,4,126,130,43
1838,Bar,2015,Bar,Bar,green,4,126,127,44
1839,Bar,2015,Bar,Bar,green,4,126,128,44
1840,Bar,2015,Bar,Bar,green,4,126,129,44
1841,Bar,2020,Bar,Glyph,red,4,126,130,44
1842,Bar,2020,Bar,Grid,red,4,126,127,45
1843,Bar,2020,Bar,Line,red,4,126,128,45
1844,Bar,2020,Bar,Bar,green,4,126,129,45
1845,Bar,2020,Bar,Bar,green,4,126,130,45
1846,Bar,2020,Bar,Bar,green,4,126,127,46
1847,Bar,2020,Bar,Bar,green,4,126,128,46
1848,Bar,2020,Bar,Bar,green,4,126,129,46
1849,Bar,2020,Bar,Bar,green,4,126,130,46
1850,Bar,2020,Bar,Bar,green,4,126,127,47
1851,Bar,2020,Bar,Bar,green,4,126,128,47
1852,Bar,2020,Bar,Bar,green,4,126,129,47
1853,Bar,2020,Bar,Bar,green,4,126,130,47
1854,Bar,2020,Bar,Bar,green,4,126,127,48
1855,Bar,2020,Bar,Bar,green,4,126,128,48
1856,Bar,2020,Bar,Bar,green,4,126,129,48
1857,Bar,2020,Bar,Bar,green,4,126,130,48
1858,Bar,2020,Bar,Bar,green,4,126,127,49
1859,Bar,2020,Bar,Bar,green,4,126,128,49
1860,Bar,2020,Bar,Bar,green,4,126,129,49
1861,Bar,2020,Bar,Bar,green,4,126,130,49
1862,Bar,2020,Bar,Bar,green,4,126,127,50
1863,Bar,2020,Bar,Bar,green,4,126,128,50
1864,Bar,2020,Bar,Bar,green,4,126,129,50
1865,Bar,2020,Bar,Bar,green,4,126,130,50
1866,Bar,2020,Bar,Bar,green,4,126,127,51
1867,Bar,2020,Bar,Bar,green,4,126,128,51
1868,Bar,2020,Bar,Bar,green,4,126,129,51
1869,Bar,2020,Bar,Bar,green,4,126,130,51
1870,Bar,2020,Bar,Bar,green,4,126,127,52
1871,Bar,2020,Bar,Bar,green,4,126,128,52
1872,Bar,2020,Bar,Bar,green,4,126,129,52
1873,Bar,2020,Bar,Bar,green,4,126,130,52
1874,Bar,2020,Bar,Bar,green,4,126,127,53
1875,Bar,2020,Bar,Bar,green,4,126,128,53
1876,Bar,2020,Bar,Bar,green,4,126,129,53
1877,Bar,2020,Bar,Bar,green,4,126,130,53
1878,Bar,2020,Bar,Bar,green,4,126,127,54
1879,Bar,2020,Bar,Bar,green,4,126,128,54
1880,Bar,2020,Bar,Bar,green,4,126,129,54
1881,Bar,2020,Bar,Bar,green,4,126,130,54
1882,Bar,2020,Bar,Bar,green,4,126,127,55
1883,Bar,2020,Bar,Bar,green,4,126,128,55
1884,Bar,2020,Bar,Bar,green,4,126,129,55
1885,Bar,2020,Bar,Bar,green,4,126,130,55
1886,Bar,2020,Bar,Bar,green,4,126,127,56
1887,Bar,2020,Bar,Bar,green,4,126,128,56
1888,Bar,2020,Bar,Bar,green,4,126,129,56
1889,Bar,2020,Bar,Bar,green,4,126,130,56
1890,Bar,2020,Bar,Bar,green,4,126,127,57
1891,Bar,2020,Bar,Bar,green,4,126,128,57
1892,Bar,2020,Bar,Bar,green,4,126,129,57
1893,Bar,2020,Bar,Bar,green,4,126,130,57
1894,Bar,2020,Bar,Bar,green,4,126,127,58
1895,Bar,2020,Bar,Bar,green,4,126,128,58
1896,Bar,2020,Bar,Bar,green,4,126,129,58
1897,Bar,2020,Bar,Bar,green,4,126,130,58
1898,Bar,2020,Bar,Bar,green,4,126,127,59
1899,Bar,2020,Bar,Bar,green,4,126,128,59
1900,Bar,2020,Bar,Bar,green,4,126,129,59
1901,Bar,2020,Bar,Bar,green,4,126,130,59
1902,Bar,2020,Bar,Bar,green,4,126,127,60
1903,Bar,2020,Bar,Bar,green,4,126,128,60
1904,Bar,2020,Bar,Bar,green,4,126,129,60
1905,Bar,2020,Bar,Bar,green,4,126,130,60
1906,Bar,2020,Bar,Bar,green,4,126,127,61
1907,Bar,2020,Bar,Bar,green,4,126,128,61
1908,Bar,2020,Bar,Bar,green,4,126,129,61
1909,Bar,2020,Bar,Bar,green,4,126,130,61
1910,Bar,2020,Bar,Bar,green,4,126,127,62
1911,Bar,2020,Bar,Bar,green,4,126,128,62
1912,Bar,2020,Bar,Bar,green,4,126,129,62
1913,Bar,2020,Bar,Bar,green,4,126,130,62
1914,Bar,2020,Bar,Bar,green,4,126,127,63
1915,Bar,2020,Bar,Bar,green,4,126,128,63
1916,Bar,2020,Bar,Bar,green,4,126,129,63
1917,Bar,2020,Bar,Bar,green,4,126,130,63
1918,Bar,2020,Bar,Bar,green,4,126,127,64
1919,Bar,2020,Bar,Bar,green,4,126,128,64
1920,Bar,2020,Bar,Bar,green,4,126,129,64
1921,Bar,2020,Bar,Bar,green,4,126,130,64
1922,Bar,2020,Bar,Bar,green,4,126,127,65
1923,Bar,2020,Bar,Bar,green,4,126,128,65
1924,Bar,2020,Bar,Bar,green,4,126,129,65
1925,Bar,2020,Bar,Bar,green,4,126,130,65
1926,Bar,2020,Bar,Bar,green,4,126,127,66
1927,Bar,2020,Bar,Bar,green,4,126,128,66
1928,Bar,2020,Bar,Bar,green,4,126,129,66
1929,Bar,2020,Bar,Bar,green,4,126,130,66
1930,Bar,2020,Bar,Bar,green,4,126,127,67
1931,Glyph,1990,Glyph,Glyph,green,4,130,131,1
1932,Glyph,1990,Glyph,Glyph,green,4,130,132,1
1933,Glyph,1995,Glyph,Glyph,green,4,130,133,1
1934,Glyph,1995,Glyph,Glyph,green,4,130,134,1
1935,Glyph,1995,Glyph,Glyph,green,4,130,131,2
1936,Glyph,1995,Glyph,Glyph,green,4,130,132,2
1937,Glyph,1995,Glyph,Glyph,green,4,130,133,2
1938,Glyph,1995,Glyph,Glyph,green,4,130,134,2
1939,Glyph,2000,Glyph,Point,red,4,130,131,3
1940,Glyph,2000,Glyph,Pattern,red,4,130,132,3
1941,Glyph,2005,Glyph,Point,red,4,130,133,3
1942,Glyph,2005,Glyph,Bar,red,4,130,134,3
1943,Glyph,2005,Glyph,Glyph,green,4,130,131,4
1944,Glyph,2005,Glyph,Glyph,green,4,130,132,4
1945,Glyph,2005,Glyph,Glyph,green,4,130,133,4
1946,Glyph,2005,Glyph,Glyph,green,4,130,134,4
1947,Glyph,2010,Glyph,Surface/Volume,red,4,130,131,5
1948,Glyph,2010,Glyph,Glyph,green,4,130,132,5
1949,Glyph,2010,Glyph,Glyph,green,4,130,133,5
1950,Glyph,2015,Glyph,Glyph,green,4,130,134,5
1951,Glyph,2015,Glyph,Glyph,green,4,130,131,6
1952,Glyph,2015,Glyph,Glyph,green,4,130,132,6
1953,Glyph,2015,Glyph,Glyph,green,4,130,133,6
1954,Glyph,2015,Glyph,Glyph,green,4,130,134,6
1955,Glyph,2015,Glyph,Glyph,green,4,130,131,7
1956,Glyph,2015,Glyph,Glyph,green,4,130,132,7
1957,Glyph,2020,Glyph,Point,red,4,130,133,7
1958,Glyph,2020,Glyph,Glyph,green,4,130,134,7
1959,Pattern,1990,Pattern,Surface/Volume,red,4,134,135,1
1960,Pattern,1990,Pattern,Pattern,green,4,134,136,1
1961,Pattern,1995,Pattern,Line,red,4,134,137,1
1962,Pattern,1995,Pattern,Pattern,green,4,134,138,1
1963,Pattern,1995,Pattern,Pattern,green,4,134,135,2
1964,Pattern,1995,Pattern,Pattern,green,4,134,136,2
1965,Pattern,2000,Pattern,Line,red,4,134,137,2
1966,Pattern,2000,Pattern,Pattern,green,4,134,138,2
1967,Pattern,2000,Pattern,Pattern,green,4,134,135,3
1968,Pattern,2000,Pattern,Pattern,green,4,134,136,3
1969,Pattern,2000,Pattern,Pattern,green,4,134,137,3
1970,Pattern,2000,Pattern,Pattern,green,4,134,138,3
1971,Pattern,2000,Pattern,Pattern,green,4,134,135,4
1972,Pattern,2000,Pattern,Pattern,green,4,134,136,4
1973,Pattern,2000,Pattern,Pattern,green,4,134,137,4
1974,Pattern,2000,Pattern,Pattern,green,4,134,138,4
1975,Pattern,2005,Pattern,Surface/Volume,red,4,134,135,5
1976,Pattern,2005,Pattern,Grid,red,4,134,136,5
1977,Pattern,2005,Pattern,Grid,red,4,134,137,5
1978,Pattern,2005,Pattern,Line,red,4,134,138,5
1979,Pattern,2005,Pattern,Line,red,4,134,135,6
1980,Pattern,2005,Pattern,Grid,red,4,134,136,6
1981,Pattern,2005,Pattern,Surface/Volume,red,4,134,137,6
1982,Pattern,2005,Pattern,Pattern,green,4,134,138,6
1983,Pattern,2005,Pattern,Pattern,green,4,134,135,7
1984,Pattern,2005,Pattern,Pattern,green,4,134,136,7
1985,Pattern,2005,Pattern,Pattern,green,4,134,137,7
1986,Pattern,2005,Pattern,Pattern,green,4,134,138,7
1987,Pattern,2005,Pattern,Pattern,green,4,134,135,8
1988,Pattern,2005,Pattern,Pattern,green,4,134,136,8
1989,Pattern,2005,Pattern,Pattern,green,4,134,137,8
1990,Pattern,2005,Pattern,Pattern,green,4,134,138,8
1991,Pattern,2005,Pattern,Pattern,green,4,134,135,9
1992,Pattern,2005,Pattern,Pattern,green,4,134,136,9
1993,Pattern,2005,Pattern,Pattern,green,4,134,137,9
1994,Pattern,2005,Pattern,Pattern,green,4,134,138,9
1995,Pattern,2005,Pattern,Pattern,green,4,134,135,10
1996,Pattern,2010,Pattern,Grid,red,4,134,136,10
1997,Pattern,2010,Pattern,Surface/Volume,red,4,134,137,10
1998,Pattern,2010,Pattern,Grid,red,4,134,138,10
1999,Pattern,2010,Pattern,Pattern,green,4,134,135,11
2000,Pattern,2010,Pattern,Pattern,green,4,134,136,11
2001,Pattern,2015,Pattern,Pattern,green,4,134,137,11
2002,Pattern,2015,Pattern,Pattern,green,4,134,138,11
2003,Pattern,2015,Pattern,Pattern,green,4,134,135,12
2004,Pattern,2015,Pattern,Pattern,green,4,134,136,12
2005,Pattern,2015,Pattern,Pattern,green,4,134,137,12
2006,Pattern,2020,Pattern,Pattern,green,4,134,138,12
2007,Pattern,2020,Pattern,Pattern,green,4,134,135,13
2008,Pattern,2020,Pattern,Pattern,green,4,134,136,13
2009,Pattern,2020,Pattern,Pattern,green,4,134,137,13
2010,Pattern,2020,Pattern,Pattern,green,4,134,138,13
2011,Text,2000,Text,Area,red,4,138,139,1
2012,Text,2005,Text,Text,green,4,138,140,1
2013,Text,2005,Text,Text,green,4,138,141,1
2014,Text,2010,Text,Point,red,4,138,142,1
2015,Text,2010,Text,Text,green,4,138,139,2
2016,Text,2010,Text,Text,green,4,138,140,2
2017,Text,2010,Text,Text,green,4,138,141,2
2018,Text,2010,Text,Text,green,4,138,142,2
2019,Text,2015,Text,Text,green,4,138,139,3
2020,Text,2020,Text,Node-link,red,4,138,140,3
2021,Text,2020,Text,Text,green,4,138,141,3
2022,Text,2020,Text,Text,green,4,138,142,3
2023,Text,2020,Text,Text,green,4,138,139,4
2024,Text,2020,Text,Text,green,4,138,140,4
