Index,ImageType,Year,Coder1,Coder2,Consistency,BinSize,Position,XCoord,YCoord
0,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,1,1
1,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,2,1
2,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,3,1
3,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,4,1
4,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,5,1
5,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,6,1
6,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,7,1
7,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,8,1
8,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,9,1
9,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,10,1
10,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,11,1
11,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,12,1
12,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,13,1
13,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,14,1
14,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,15,1
15,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,16,1
16,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,17,1
17,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,18,1
18,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,19,1
19,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,20,1
20,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,21,1
21,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,22,1
22,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,23,1
23,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,24,1
24,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,25,1
25,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,26,1
26,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,27,1
27,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,28,1
28,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,29,1
29,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,30,1
30,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,31,1
31,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,32,1
32,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,33,1
33,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,34,1
34,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,35,1
35,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,36,1
36,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,37,1
37,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,38,1
38,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,39,1
39,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,40,1
40,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,41,1
41,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,42,1
42,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,43,1
43,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,44,1
44,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,45,1
45,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,46,1
46,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,47,1
47,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,48,1
48,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,49,1
49,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,50,1
50,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,51,1
51,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,52,1
52,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,53,1
53,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,54,1
54,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,55,1
55,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,56,1
56,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,57,1
57,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,58,1
58,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,59,1
59,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,60,1
60,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,61,1
61,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,62,1
62,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,63,1
63,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,64,1
64,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,65,1
65,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,66,1
66,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,67,1
67,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,1,2
68,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,2,2
69,Surface/Volume,1990,Surface/Volume,Surface/Volume,green,67,0,3,2
70,Surface/Volume,1995,Surface/Volume,Node-link,red,67,0,4,2
71,Surface/Volume,1995,Surface/Volume,Pattern,red,67,0,5,2
72,Surface/Volume,1995,Surface/Volume,Line,red,67,0,6,2
73,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,7,2
74,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,8,2
75,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,9,2
76,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,10,2
77,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,11,2
78,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,12,2
79,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,13,2
80,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,14,2
81,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,15,2
82,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,16,2
83,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,17,2
84,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,18,2
85,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,19,2
86,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,20,2
87,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,21,2
88,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,22,2
89,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,23,2
90,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,24,2
91,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,25,2
92,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,26,2
93,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,27,2
94,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,28,2
95,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,29,2
96,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,30,2
97,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,31,2
98,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,32,2
99,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,33,2
100,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,34,2
101,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,35,2
102,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,36,2
103,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,37,2
104,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,38,2
105,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,39,2
106,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,40,2
107,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,41,2
108,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,42,2
109,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,43,2
110,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,44,2
111,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,45,2
112,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,46,2
113,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,47,2
114,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,48,2
115,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,49,2
116,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,50,2
117,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,51,2
118,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,52,2
119,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,53,2
120,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,54,2
121,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,55,2
122,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,56,2
123,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,57,2
124,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,58,2
125,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,59,2
126,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,60,2
127,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,61,2
128,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,62,2
129,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,63,2
130,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,64,2
131,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,65,2
132,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,66,2
133,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,67,2
134,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,1,3
135,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,2,3
136,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,3,3
137,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,4,3
138,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,5,3
139,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,6,3
140,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,7,3
141,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,8,3
142,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,9,3
143,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,10,3
144,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,11,3
145,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,12,3
146,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,13,3
147,Surface/Volume,1995,Surface/Volume,Surface/Volume,green,67,0,14,3
148,Surface/Volume,2000,Surface/Volume,Line,red,67,0,15,3
149,Surface/Volume,2000,Surface/Volume,Grid,red,67,0,16,3
150,Surface/Volume,2000,Surface/Volume,Grid,red,67,0,17,3
151,Surface/Volume,2000,Surface/Volume,Line,red,67,0,18,3
152,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,19,3
153,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,20,3
154,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,21,3
155,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,22,3
156,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,23,3
157,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,24,3
158,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,25,3
159,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,26,3
160,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,27,3
161,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,28,3
162,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,29,3
163,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,30,3
164,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,31,3
165,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,32,3
166,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,33,3
167,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,34,3
168,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,35,3
169,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,36,3
170,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,37,3
171,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,38,3
172,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,39,3
173,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,40,3
174,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,41,3
175,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,42,3
176,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,43,3
177,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,44,3
178,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,45,3
179,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,46,3
180,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,47,3
181,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,48,3
182,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,49,3
183,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,50,3
184,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,51,3
185,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,52,3
186,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,53,3
187,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,54,3
188,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,55,3
189,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,56,3
190,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,57,3
191,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,58,3
192,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,59,3
193,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,60,3
194,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,61,3
195,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,62,3
196,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,63,3
197,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,64,3
198,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,65,3
199,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,66,3
200,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,67,3
201,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,1,4
202,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,2,4
203,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,3,4
204,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,4,4
205,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,5,4
206,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,6,4
207,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,7,4
208,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,8,4
209,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,9,4
210,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,10,4
211,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,11,4
212,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,12,4
213,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,13,4
214,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,14,4
215,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,15,4
216,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,16,4
217,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,17,4
218,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,18,4
219,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,19,4
220,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,20,4
221,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,21,4
222,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,22,4
223,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,23,4
224,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,24,4
225,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,25,4
226,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,26,4
227,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,27,4
228,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,28,4
229,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,29,4
230,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,30,4
231,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,31,4
232,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,32,4
233,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,33,4
234,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,34,4
235,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,35,4
236,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,36,4
237,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,37,4
238,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,38,4
239,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,39,4
240,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,40,4
241,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,41,4
242,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,42,4
243,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,43,4
244,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,44,4
245,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,45,4
246,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,46,4
247,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,47,4
248,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,48,4
249,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,49,4
250,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,50,4
251,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,51,4
252,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,52,4
253,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,53,4
254,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,54,4
255,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,55,4
256,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,56,4
257,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,57,4
258,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,58,4
259,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,59,4
260,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,60,4
261,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,61,4
262,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,62,4
263,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,63,4
264,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,64,4
265,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,65,4
266,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,66,4
267,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,67,4
268,Surface/Volume,2000,Surface/Volume,Surface/Volume,green,67,0,1,5
269,Surface/Volume,2005,Surface/Volume,Point,red,67,0,2,5
270,Surface/Volume,2005,Surface/Volume,Grid,red,67,0,3,5
271,Surface/Volume,2005,Surface/Volume,Area,red,67,0,4,5
272,Surface/Volume,2005,Surface/Volume,Grid,red,67,0,5,5
273,Surface/Volume,2005,Surface/Volume,Grid,red,67,0,6,5
274,Surface/Volume,2005,Surface/Volume,Line,red,67,0,7,5
275,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,8,5
276,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,9,5
277,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,10,5
278,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,11,5
279,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,12,5
280,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,13,5
281,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,14,5
282,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,15,5
283,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,16,5
284,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,17,5
285,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,18,5
286,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,19,5
287,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,20,5
288,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,21,5
289,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,22,5
290,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,23,5
291,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,24,5
292,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,25,5
293,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,26,5
294,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,27,5
295,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,28,5
296,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,29,5
297,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,30,5
298,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,31,5
299,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,32,5
300,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,33,5
301,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,34,5
302,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,35,5
303,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,36,5
304,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,37,5
305,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,38,5
306,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,39,5
307,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,40,5
308,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,41,5
309,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,42,5
310,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,43,5
311,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,44,5
312,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,45,5
313,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,46,5
314,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,47,5
315,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,48,5
316,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,49,5
317,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,50,5
318,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,51,5
319,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,52,5
320,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,53,5
321,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,54,5
322,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,55,5
323,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,56,5
324,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,57,5
325,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,58,5
326,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,59,5
327,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,60,5
328,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,61,5
329,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,62,5
330,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,63,5
331,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,64,5
332,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,65,5
333,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,66,5
334,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,67,5
335,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,1,6
336,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,2,6
337,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,3,6
338,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,4,6
339,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,5,6
340,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,6,6
341,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,7,6
342,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,8,6
343,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,9,6
344,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,10,6
345,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,11,6
346,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,12,6
347,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,13,6
348,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,14,6
349,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,15,6
350,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,16,6
351,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,17,6
352,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,18,6
353,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,19,6
354,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,20,6
355,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,21,6
356,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,22,6
357,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,23,6
358,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,24,6
